material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-49778,Ba4OF6,-3.78653,3.534,JARVIS_complex_oxide
JVASP-57822,Y2Zr2O7,-3.75002,2.965,JARVIS_complex_oxide
JVASP-50625,Sr2Hf7O16,-3.74844,4.52,JARVIS_complex_oxide
JVASP-49989,Y3AlO6,-3.73299,4.671,JARVIS_complex_oxide
JVASP-42355,HfZrO4,-3.71856,4.243,JARVIS_complex_oxide
JVASP-103225,AcScO3,-3.71469,3.56,JARVIS_complex_oxide
JVASP-22929,Y2TiO5,-3.70052,3.299,JARVIS_complex_oxide
JVASP-116543,Y3TaO7,-3.69553,3.477,JARVIS_complex_oxide
JVASP-50399,Ba2Hf7O16,-3.69459,4.146,JARVIS_complex_oxide
JVASP-61588,Y3Sc2Al3O12,-3.69287,4.461,JARVIS_complex_oxide
JVASP-143790,SrCa3Hf4O12,-3.68025,4.476,JARVIS_complex_oxide
JVASP-19093,CaSc2O4,-3.67893,3.466,JARVIS_complex_oxide
JVASP-49953,CaHfO3,-3.67873,4.568,JARVIS_complex_oxide
JVASP-144170,Sr3CaHf4O12,-3.67848,4.313,JARVIS_complex_oxide
JVASP-19043,SrHfO3,-3.67137,4.281,JARVIS_complex_oxide
JVASP-106844,BaScO2F,-3.66998,3.035,JARVIS_complex_oxide
JVASP-133912,BaHfO3,-3.66295,3.611,JARVIS_complex_oxide
JVASP-106842,BaSrHf2O6,-3.6602,3.933,JARVIS_complex_oxide
JVASP-121639,Ba4SrHf5O15,-3.64529,3.665,JARVIS_complex_oxide
JVASP-50829,CaY2O4,-3.63539,4.255,JARVIS_complex_oxide
JVASP-57737,YAlO3,-3.63503,5.704,JARVIS_complex_oxide
JVASP-50727,YZr4O9,-3.61032,0.0,JARVIS_complex_oxide
JVASP-50449,SrSc2O4,-3.60365,2.787,JARVIS_complex_oxide
JVASP-52306,Sc2TiO5,-3.60091,3.15,JARVIS_complex_oxide
JVASP-50839,YZr5O11,-3.60063,0.68,JARVIS_complex_oxide
JVASP-20889,Y2SiO5,-3.60006,5.023,JARVIS_complex_oxide
JVASP-154904,Y6WO12,-3.59891,0.479,JARVIS_complex_oxide
JVASP-49573,Y2Ti2O7,-3.59708,2.757,JARVIS_complex_oxide
JVASP-151630,SrZrO3,-3.59332,3.655,JARVIS_complex_oxide
JVASP-52175,PuOF,-3.59279,0.0,JARVIS_complex_oxide
JVASP-103222,AcAlO3,-3.59055,4.319,JARVIS_complex_oxide
JVASP-13829,CaZrO3,-3.59023,4.048,JARVIS_complex_oxide
JVASP-57561,Y3BrO4,-3.58583,4.489,JARVIS_complex_oxide
JVASP-143671,Y2MgTiO6,-3.58191,3.213,JARVIS_complex_oxide
JVASP-132881,BaY2Si2O7F2,-3.58012,5.319,JARVIS_complex_oxide
JVASP-115592,BaZrO3,-3.57885,3.196,JARVIS_complex_oxide
JVASP-19083,BaY2O4,-3.57585,3.324,JARVIS_complex_oxide
JVASP-95707,Ba3ScCO3F7,-3.55786,4.943,JARVIS_complex_oxide
JVASP-52473,Ca2HfO4,-3.55441,3.901,JARVIS_complex_oxide
JVASP-21226,ScAlO3,-3.55228,4.586,JARVIS_complex_oxide
JVASP-52552,Sr3Hf2O7,-3.5498,4.346,JARVIS_complex_oxide
JVASP-106738,Sr2HfTiO6,-3.54669,2.651,JARVIS_complex_oxide
JVASP-143873,Ba4CaZr5O15,-3.54416,3.273,JARVIS_complex_oxide
JVASP-142765,YZr4O10,-3.53383,0.0,JARVIS_complex_oxide
JVASP-111780,Sr4Zr3TiO12,-3.52807,2.656,JARVIS_complex_oxide
JVASP-121755,Zr9VO20,-3.52774,0.271,JARVIS_complex_oxide
JVASP-9713,YTaO4,-3.52208,4.054,JARVIS_complex_oxide
JVASP-140890,Ba4Zr3TiO12,-3.51663,1.778,JARVIS_complex_oxide
JVASP-50923,Ba3Hf2O7,-3.51322,3.685,JARVIS_complex_oxide
JVASP-52258,HfTiO4,-3.50611,2.872,JARVIS_complex_oxide
JVASP-22886,Zr3Tl2OF12,-3.50407,4.471,JARVIS_complex_oxide
JVASP-146673,Ca2ScTaO6,-3.49878,3.777,JARVIS_complex_oxide
JVASP-154902,YTiO3,-3.4976,0.0,JARVIS_complex_oxide
JVASP-145931,CaY3Ti4O12,-3.49704,0.0,JARVIS_complex_oxide
JVASP-141343,Sr2ScTaO6,-3.49702,3.511,JARVIS_complex_oxide
JVASP-50824,Sc2Ti2O7,-3.49212,3.591,JARVIS_complex_oxide
JVASP-121633,CaYTi2O6,-3.48194,0.0,JARVIS_complex_oxide
JVASP-39851,AcTiO3,-3.47621,0.0,JARVIS_complex_oxide
JVASP-144168,Sr4HfTi3O12,-3.47446,1.86,JARVIS_complex_oxide
JVASP-108014,Ba2ScTaO6,-3.47398,3.065,JARVIS_complex_oxide
JVASP-119209,Ca3YTi4O12,-3.47273,0.0,JARVIS_complex_oxide
JVASP-112643,Sr3ZrTi2O9,-3.47206,2.028,JARVIS_complex_oxide
JVASP-114375,Y2SO2,-3.47172,3.038,JARVIS_complex_oxide
JVASP-49914,Sr2HfO4,-3.47006,3.912,JARVIS_complex_oxide
JVASP-154318,Ba3Y4O9,-3.4618,3.265,JARVIS_complex_oxide
JVASP-151614,Sr2YTaO6,-3.45968,3.889,JARVIS_complex_oxide
JVASP-50852,ZrTiO4,-3.45761,2.659,JARVIS_complex_oxide
JVASP-147206,Sr5ZrTi4O15,-3.44969,1.973,JARVIS_complex_oxide
JVASP-141409,Sr4ZrTi3O12,-3.44743,2.031,JARVIS_complex_oxide
JVASP-10971,Ba2YTaO6,-3.44661,3.532,JARVIS_complex_oxide
JVASP-122158,SrYAl3O7,-3.44596,4.315,JARVIS_complex_oxide
JVASP-50313,Ba3Zr2O7,-3.44163,3.227,JARVIS_complex_oxide
JVASP-147342,CaYAl3O7,-3.43658,4.304,JARVIS_complex_oxide
JVASP-9731,Y2Si2O7,-3.43477,4.984,JARVIS_complex_oxide
JVASP-24417,ScTaO4,-3.43174,4.069,JARVIS_complex_oxide
JVASP-142989,Y2BeAlBO7,-3.4306,5.135,JARVIS_complex_oxide
JVASP-21400,Y2Be2SiO7,-3.42991,5.419,JARVIS_complex_oxide
JVASP-97313,Y4AlSiNO8,-3.42531,3.818,JARVIS_complex_oxide
JVASP-119124,Y4Ti2Nb2O15,-3.42374,2.535,JARVIS_complex_oxide
JVASP-34385,Y3GaO6,-3.4212,3.87,JARVIS_complex_oxide
JVASP-145359,Sr3CaTi4O12,-3.42098,2.063,JARVIS_complex_oxide
JVASP-145735,SrCa3Ti4O12,-3.41939,2.305,JARVIS_complex_oxide
JVASP-20955,CaTiO3,-3.41886,2.348,JARVIS_complex_oxide
JVASP-1237,SrTiO3,-3.41872,1.906,JARVIS_complex_oxide
JVASP-144482,BaVOF4,-3.41827,0.969,JARVIS_complex_oxide
JVASP-141416,Sr2CaTi3O9,-3.41787,2.074,JARVIS_complex_oxide
JVASP-119144,SrCaTi2O6,-3.41745,2.293,JARVIS_complex_oxide
JVASP-145424,CaScAlSiO6,-3.41631,4.707,JARVIS_complex_oxide
JVASP-147222,BaSr3Ti4O12,-3.41209,1.79,JARVIS_complex_oxide
JVASP-49782,Ba2HfO4,-3.41167,3.476,JARVIS_complex_oxide
JVASP-16063,BaPaO3,-3.40962,0.0,JARVIS_complex_oxide
JVASP-143010,NaHfScO4,-3.40745,4.129,JARVIS_complex_oxide
JVASP-24860,BaAlBO3F2,-3.40666,6.653,JARVIS_complex_oxide
JVASP-30178,TiOF2,-3.40527,3.252,JARVIS_complex_oxide
JVASP-111322,KPaO3,-3.39977,3.085,JARVIS_complex_oxide
JVASP-21009,HfSiO4,-3.39949,5.447,JARVIS_complex_oxide
JVASP-50910,ScTiO3,-3.38914,0.0,JARVIS_complex_oxide
JVASP-50145,Ca6HfO8,-3.38786,4.165,JARVIS_complex_oxide
JVASP-13148,Sr4Ti3O10,-3.38498,1.843,JARVIS_complex_oxide
JVASP-112600,CaYBO4,-3.38427,4.414,JARVIS_complex_oxide
JVASP-19102,Ca3Ti2O7,-3.38358,2.454,JARVIS_complex_oxide
JVASP-35505,Sr2ZrO4,-3.38294,3.268,JARVIS_complex_oxide
JVASP-58340,CaAlSiO4F,-3.38196,5.605,JARVIS_complex_oxide
JVASP-100426,BaSrTi2O6,-3.38097,1.776,JARVIS_complex_oxide
JVASP-49780,Y6TeO12,-3.38028,2.79,JARVIS_complex_oxide
JVASP-108194,Ba2Sc2O5,-3.38023,1.87,JARVIS_complex_oxide
JVASP-4125,AcClO,-3.37832,4.415,JARVIS_complex_oxide
JVASP-146539,Ca2Ti3O8,-3.37773,2.74,JARVIS_complex_oxide
JVASP-145723,Ca2ScNbO6,-3.37343,3.149,JARVIS_complex_oxide
JVASP-133963,BaTiO3,-3.37062,2.325,JARVIS_complex_oxide
JVASP-9402,Sr3Ti2O7,-3.37052,1.885,JARVIS_complex_oxide
JVASP-100776,RbPaO3,-3.36996,3.373,JARVIS_complex_oxide
JVASP-133498,Ba2SrTi3O9,-3.3691,1.772,JARVIS_complex_oxide
JVASP-154969,Sc6ReO12,-3.36682,0.032,JARVIS_complex_oxide
JVASP-116070,Y2O3F,-3.3637,0.0,JARVIS_complex_oxide
JVASP-21165,Al2SiO4F2,-3.36007,6.177,JARVIS_complex_oxide
JVASP-11401,Sr3AlO4F,-3.35916,4.661,JARVIS_complex_oxide
JVASP-35207,Sr6Y2Al4O15,-3.3583,4.412,JARVIS_complex_oxide
JVASP-9725,Sc2Si2O7,-3.35819,4.325,JARVIS_complex_oxide
JVASP-154800,Y5Mo2O12,-3.35806,0.096,JARVIS_complex_oxide
JVASP-137696,Ba4CaTi5O15,-3.35686,1.709,JARVIS_complex_oxide
JVASP-132835,Ca3Ta4O12F2,-3.3553,3.489,JARVIS_complex_oxide
JVASP-141170,Y3NbO7,-3.35246,2.02,JARVIS_complex_oxide
JVASP-87050,Ba2ZrO4,-3.34975,3.212,JARVIS_complex_oxide
JVASP-120172,Sc2O3F,-3.34804,0.0,JARVIS_complex_oxide
JVASP-25493,YBO3,-3.34759,5.327,JARVIS_complex_oxide
JVASP-13862,BaBOF3,-3.34738,6.376,JARVIS_complex_oxide
JVASP-9686,ZrSiO4,-3.34664,4.701,JARVIS_complex_oxide
JVASP-9714,YNbO4,-3.34639,3.482,JARVIS_complex_oxide
JVASP-22696,Y2SeO2,-3.34407,2.351,JARVIS_complex_oxide
JVASP-111499,NaZrScO4,-3.34185,3.839,JARVIS_complex_oxide
JVASP-98724,SrAl2O4,-3.33711,4.247,JARVIS_complex_oxide
JVASP-97780,CaAl2O4,-3.33446,4.537,JARVIS_complex_oxide
JVASP-141467,Ca2ZrTiSi2O10,-3.33052,3.135,JARVIS_complex_oxide
JVASP-86515,Sr2TiO4,-3.33006,1.953,JARVIS_complex_oxide
JVASP-11013,CaTi2O5,-3.32993,2.944,JARVIS_complex_oxide
JVASP-94967,Ca2TiO4,-3.32935,1.871,JARVIS_complex_oxide
JVASP-88722,SrAl12O19,-3.32826,4.86,JARVIS_complex_oxide
JVASP-112703,Ba3CaTa2O9,-3.32781,3.268,JARVIS_complex_oxide
JVASP-10678,Ca2Al2O5,-3.32652,3.904,JARVIS_complex_oxide
JVASP-19082,BaTi2O5,-3.32517,1.881,JARVIS_complex_oxide
JVASP-98057,BaY6Si3B6O24F2,-3.32431,5.283,JARVIS_complex_oxide
JVASP-21251,CaAl4O7,-3.32115,4.281,JARVIS_complex_oxide
JVASP-29380,YClO,-3.31967,4.286,JARVIS_complex_oxide
JVASP-10104,Ba2YNbO6,-3.31957,2.92,JARVIS_complex_oxide
JVASP-142383,Sr2Al2SiO7,-3.31844,4.274,JARVIS_complex_oxide
JVASP-19071,SrAl4O7,-3.31838,3.995,JARVIS_complex_oxide
JVASP-86970,BaPuO3,-3.31772,0.0,JARVIS_complex_oxide
JVASP-26566,Mg3BO3F3,-3.31695,5.821,JARVIS_complex_oxide
JVASP-98355,BaAl4O7,-3.31129,3.798,JARVIS_complex_oxide
JVASP-20975,BaAl2O4,-3.31056,4.276,JARVIS_complex_oxide
JVASP-120540,Ca2Al2SiO7,-3.31046,4.454,JARVIS_complex_oxide
JVASP-118338,TiOF,-3.3077,0.0,JARVIS_complex_oxide
JVASP-100130,Sr2TaAlO6,-3.30547,1.027,JARVIS_complex_oxide
JVASP-11400,CaTaAlO5,-3.29942,3.929,JARVIS_complex_oxide
JVASP-95675,BaTi4O9,-3.29814,2.722,JARVIS_complex_oxide
JVASP-49168,Sr2Ta2O7,-3.2969,3.067,JARVIS_complex_oxide
JVASP-110130,YScB2O6,-3.29543,4.61,JARVIS_complex_oxide
JVASP-135102,YHfO4,-3.29019,0.0,JARVIS_complex_oxide
JVASP-46094,Sr5Ta4O15,-3.29001,3.006,JARVIS_complex_oxide
JVASP-24252,BaSrTa2O7,-3.28841,2.244,JARVIS_complex_oxide
JVASP-49178,Ca2Ta2O7,-3.28815,2.284,JARVIS_complex_oxide
JVASP-19103,Ca2SiO4,-3.28354,5.172,JARVIS_complex_oxide
JVASP-9308,Ba2YTi3O8,-3.28325,0.0,JARVIS_complex_oxide
JVASP-99125,Mg3SiO4F2,-3.28147,5.495,JARVIS_complex_oxide
JVASP-46527,Ba3Ti2O7,-3.28064,2.238,JARVIS_complex_oxide
JVASP-10080,CaZrSi2O7,-3.28011,4.792,JARVIS_complex_oxide
JVASP-16064,BaNpO3,-3.2796,0.0,JARVIS_complex_oxide
JVASP-59313,Ca3Al2Si3O12,-3.27872,5.319,JARVIS_complex_oxide
JVASP-50089,Li3Y3ZrO8,-3.2777,4.309,JARVIS_complex_oxide
JVASP-9782,Ba3MgTa2O9,-3.27737,3.353,JARVIS_complex_oxide
JVASP-10108,Sc2SO2,-3.27662,2.085,JARVIS_complex_oxide
JVASP-98354,Ba9Y2Si6O24,-3.27649,4.611,JARVIS_complex_oxide
JVASP-118341,Ti2O3F,-3.27426,0.0,JARVIS_complex_oxide
JVASP-50664,MgAl10O16,-3.27367,4.899,JARVIS_complex_oxide
JVASP-47639,Hf3SnO8,-3.27261,3.721,JARVIS_complex_oxide
JVASP-141477,Ba2ScAlO5,-3.27173,1.811,JARVIS_complex_oxide
JVASP-91243,SrZrSi2O7,-3.27102,4.949,JARVIS_complex_oxide
JVASP-35132,CaAl2SiO6,-3.26818,4.915,JARVIS_complex_oxide
JVASP-20892,MgAl2O4,-3.26768,5.634,JARVIS_complex_oxide
JVASP-22885,Mg3BeAl8O16,-3.26584,5.684,JARVIS_complex_oxide
JVASP-52504,YTa3O9,-3.26483,3.447,JARVIS_complex_oxide
JVASP-9692,TiAl2O5,-3.26334,2.932,JARVIS_complex_oxide
JVASP-13367,Ca3SiO5,-3.26283,3.031,JARVIS_complex_oxide
JVASP-39489,K4Hf5O12,-3.26019,3.327,JARVIS_complex_oxide
JVASP-21137,CaTiSiO5,-3.25976,2.956,JARVIS_complex_oxide
JVASP-55258,Sr2SiO4,-3.25902,4.971,JARVIS_complex_oxide
JVASP-50394,Sr3LiTa4O12F2,-3.25746,0.0,JARVIS_complex_oxide
JVASP-133544,Ca2TiAlO5,-3.25607,0.0,JARVIS_complex_oxide
JVASP-22963,SrTa2O6,-3.25583,3.331,JARVIS_complex_oxide
JVASP-87897,CaTa2O6,-3.25318,3.575,JARVIS_complex_oxide
JVASP-151523,Ca2TiSiO6,-3.24979,2.412,JARVIS_complex_oxide
JVASP-20842,BeAl2O4,-3.2488,6.676,JARVIS_complex_oxide
JVASP-27075,LiAl5O8,-3.24554,5.767,JARVIS_complex_oxide
JVASP-86916,LiScO2,-3.2446,3.916,JARVIS_complex_oxide
JVASP-10270,ScBO3,-3.24295,4.278,JARVIS_complex_oxide
JVASP-142332,BaNpO4,-3.24198,0.345,JARVIS_complex_oxide
JVASP-97576,Ca4Al6SO12,-3.24073,3.685,JARVIS_complex_oxide
JVASP-121961,BaCa2MgSi2O8,-3.23949,5.237,JARVIS_complex_oxide
JVASP-10195,Ba3SrTa2O9,-3.23889,3.405,JARVIS_complex_oxide
JVASP-11787,YVO4,-3.23862,2.776,JARVIS_complex_oxide
JVASP-103630,PuTiO3,-3.23762,0.0,JARVIS_complex_oxide
JVASP-141771,Ca4MgAl2Si3O14,-3.23759,4.376,JARVIS_complex_oxide
JVASP-96483,Ba2TiO4,-3.23742,4.265,JARVIS_complex_oxide
JVASP-26443,ScNbO4,-3.23732,3.316,JARVIS_complex_oxide
JVASP-143665,BaHfSi3O9,-3.23668,4.65,JARVIS_complex_oxide
JVASP-98768,Sr3MgSi2O8,-3.23645,4.883,JARVIS_complex_oxide
JVASP-135096,HfTaO4,-3.23601,0.0,JARVIS_complex_oxide
JVASP-147204,Sr4Ti3Nb2O15,-3.23558,1.645,JARVIS_complex_oxide
JVASP-34547,Sr2LiSiO4F,-3.23525,5.314,JARVIS_complex_oxide
JVASP-31243,K2NaTiOF5,-3.23442,3.924,JARVIS_complex_oxide
JVASP-9990,Ca5B3O9F,-3.23282,4.511,JARVIS_complex_oxide
JVASP-112379,Ba2Sr3CaMg2Si4O16,-3.23032,4.968,JARVIS_complex_oxide
JVASP-57723,CaTi2O4,-3.22556,0.0,JARVIS_complex_oxide
JVASP-34888,Zr3GeO8,-3.22548,4.143,JARVIS_complex_oxide
JVASP-44620,LiY3WO8,-3.22325,2.915,JARVIS_complex_oxide
JVASP-35125,BaSr2MgSi2O8,-3.22218,5.262,JARVIS_complex_oxide
JVASP-50748,NaAl11O17,-3.22186,4.66,JARVIS_complex_oxide
JVASP-12885,MgTi2O5,-3.21978,2.728,JARVIS_complex_oxide
JVASP-117037,Ba3MgTaNbO9,-3.21706,2.88,JARVIS_complex_oxide
JVASP-41319,NaPaO3,-3.21624,3.28,JARVIS_complex_oxide
JVASP-22782,Ba4LiTa3O12,-3.21443,3.153,JARVIS_complex_oxide
JVASP-61815,MgBeAl4O8,-3.21411,6.074,JARVIS_complex_oxide
JVASP-97878,Li2Ca3Be3Si3O12F2,-3.21343,5.922,JARVIS_complex_oxide
JVASP-21514,YPO4,-3.21298,6.012,JARVIS_complex_oxide
JVASP-119162,NaScTiO4,-3.21059,2.52,JARVIS_complex_oxide
JVASP-9438,MgTiO3,-3.21025,3.515,JARVIS_complex_oxide
JVASP-98461,Ba2SiO4,-3.20908,4.833,JARVIS_complex_oxide
JVASP-139829,Li2Hf2O5,-3.20796,4.443,JARVIS_complex_oxide
JVASP-115815,Ca2YO3,-3.20653,0.0,JARVIS_complex_oxide
JVASP-59274,SrLiTa2O6F,-3.20579,3.674,JARVIS_complex_oxide
JVASP-134389,CaScO2,-3.203,0.0,JARVIS_complex_oxide
JVASP-35118,BaAl2Si2O8,-3.20229,5.019,JARVIS_complex_oxide
JVASP-59297,Sr3SiO5,-3.20202,4.23,JARVIS_complex_oxide
JVASP-116630,Y2TiSnO7,-3.20032,2.893,JARVIS_complex_oxide
JVASP-146853,SrCaMgSi2O7,-3.20017,4.584,JARVIS_complex_oxide
JVASP-20949,SrSiO3,-3.20015,4.838,JARVIS_complex_oxide
JVASP-98790,Ca2ZrSi4O12,-3.1993,4.938,JARVIS_complex_oxide
JVASP-4128,AcBrO,-3.19838,4.276,JARVIS_complex_oxide
JVASP-112642,Sr4Al6MoO16,-3.19761,3.378,JARVIS_complex_oxide
JVASP-45374,Sr4Al6TeO12,-3.19724,2.878,JARVIS_complex_oxide
JVASP-55317,YVO3,-3.19456,0.0,JARVIS_complex_oxide
JVASP-49229,Ca4Al6TeO12,-3.19445,3.232,JARVIS_complex_oxide
JVASP-100072,TaOF3,-3.19443,2.831,JARVIS_complex_oxide
JVASP-13966,Sr5P3O12F,-3.19235,5.611,JARVIS_complex_oxide
JVASP-97873,Ca2MgSi2O7,-3.1923,4.777,JARVIS_complex_oxide
JVASP-59276,LiCaTa2O6F,-3.1915,3.706,JARVIS_complex_oxide
JVASP-62924,Al5BO9,-3.19087,5.017,JARVIS_complex_oxide
JVASP-133444,MgScBO4,-3.19051,3.362,JARVIS_complex_oxide
JVASP-117035,BaSrMgSi2O7,-3.18907,4.577,JARVIS_complex_oxide
JVASP-96946,BaLi2Ti6O14,-3.18841,2.896,JARVIS_complex_oxide
JVASP-111761,Y4GeO8F2,-3.18748,0.615,JARVIS_complex_oxide
JVASP-115087,HfMgO3,-3.1874,3.51,JARVIS_complex_oxide
JVASP-52140,Ba3Ti3O8,-3.18639,0.0,JARVIS_complex_oxide
JVASP-88284,CaMgSiO4,-3.18429,4.937,JARVIS_complex_oxide
JVASP-145434,CaAl2Si2O8,-3.18187,4.803,JARVIS_complex_oxide
JVASP-55939,K4Zr5O12,-3.18126,3.195,JARVIS_complex_oxide
JVASP-139936,TaTiAlO6,-3.18016,1.944,JARVIS_complex_oxide
JVASP-51692,Y2V2O7,-3.18015,0.0,JARVIS_complex_oxide
JVASP-120485,CaMgPO4F,-3.1799,5.812,JARVIS_complex_oxide
JVASP-144370,Ca4Al6MoO16,-3.1797,3.742,JARVIS_complex_oxide
JVASP-10021,LiYO2,-3.17933,4.505,JARVIS_complex_oxide
JVASP-87858,Sr3Al2Si3O12,-3.17446,4.749,JARVIS_complex_oxide
JVASP-121501,Ba4Ta2O9,-3.1744,4.07,JARVIS_complex_oxide
JVASP-148299,Ca4Al6WO16,-3.1728,1.234,JARVIS_complex_oxide
JVASP-111760,Y2WO6,-3.17272,2.489,JARVIS_complex_oxide
JVASP-146018,NaSr3Be3B3O9F4,-3.17267,5.028,JARVIS_complex_oxide
JVASP-61327,Al2SiO5,-3.17031,5.923,JARVIS_complex_oxide
JVASP-142761,Ba3CaNb2O9,-3.17031,2.703,JARVIS_complex_oxide
JVASP-55420,Sr4Al6WO16,-3.16947,0.823,JARVIS_complex_oxide
JVASP-22930,Sr3ScB3O9,-3.16827,4.691,JARVIS_complex_oxide
JVASP-25966,SrTa4O11,-3.16806,3.619,JARVIS_complex_oxide
JVASP-116714,Ba4ScTi4BiO15,-3.16784,1.954,JARVIS_complex_oxide
JVASP-50266,Y2TeO2,-3.1675,1.235,JARVIS_complex_oxide
JVASP-37301,SrCa3O4,-3.16729,3.38,JARVIS_complex_oxide
JVASP-115813,CaYO2,-3.16517,0.0,JARVIS_complex_oxide
JVASP-49885,YScO2,-3.16463,0.0,JARVIS_complex_oxide
JVASP-14293,NaYSiO4,-3.16384,4.511,JARVIS_complex_oxide
JVASP-11183,TaAlO4,-3.16319,4.097,JARVIS_complex_oxide
JVASP-20841,CaTa4O11,-3.16231,3.618,JARVIS_complex_oxide
JVASP-147296,Sr2TaVO6,-3.16219,0.0,JARVIS_complex_oxide
JVASP-45285,Ba3Ti3B2O12,-3.16082,2.172,JARVIS_complex_oxide
JVASP-11324,Mg2Ti3O8,-3.16076,2.498,JARVIS_complex_oxide
JVASP-109018,AcVO3,-3.16075,0.0,JARVIS_complex_oxide
JVASP-141760,KYTa2O7,-3.15913,2.109,JARVIS_complex_oxide
JVASP-140383,Sr4Al6CrO16,-3.1589,2.255,JARVIS_complex_oxide
JVASP-57182,Ca4Al6O13,-3.15763,4.101,JARVIS_complex_oxide
JVASP-98530,Sr2Sc2B4O11,-3.15759,4.433,JARVIS_complex_oxide
JVASP-96944,Ba3MgSi2O8,-3.15573,5.011,JARVIS_complex_oxide
